epoch,train_loss,train_accuracy,val_loss,val_accuracy,lr,epoch_seconds,elapsed_seconds
1,3.6458128472222224,0.13095555555555555,,,0.4,12.531884788069874,12.729508770629764
2,2.0670140625,0.21306666666666665,,,0.39990131207314633,1.7728137471713126,14.502407046500593
3,1.9143354166666666,0.27771111111111113,,,0.3996053456856543,1.6928377943113446,16.195344537496567
4,1.7966805555555556,0.3253333333333333,,,0.399112392920616,1.6998469238169491,17.89525351859629
5,1.6838708333333334,0.3720222222222222,1.68936015625,0.3686,0.3984229402628956,3.3482035091146827,21.243518963456154
6,1.5761164930555556,0.4179777777777778,,,0.3975376681190275,1.7066884790547192,22.95028870459646
7,1.44653046875,0.46686666666666665,,,0.39645745014573774,1.7107127010822296,24.6610616883263
8,1.3414532986111112,0.5085777777777778,,,0.3951833523877495,1.7180984891019762,26.379219498485327
9,1.2127990451388888,0.5616666666666666,,,0.3937166322257262,1.7159436903893948,28.09521777043119
10,1.0851247395833334,0.6105777777777778,1.2968296875,0.54,0.39205873713538864,2.802609900943935,30.897882704623044
11,0.9724644965277778,0.6546444444444445,,,0.39021130325903075,1.7136472053825855,32.611593468580395
12,0.8727027777777778,0.6894666666666667,,,0.38817615379084514,1.7172294752672315,34.32888095220551
13,0.7968086805555555,0.7212444444444445,,,0.3859552971776503,1.7169827721081674,36.045919268392026
14,0.7222924479166667,0.7502888888888889,,,0.38355092513679623,1.7178748878650367,37.763848058413714
15,0.6710974392361111,0.7672222222222222,0.82875390625,0.7188,0.3809654104932039,2.7739204741083086,40.5378238465637
16,0.6279057725694445,0.7829111111111111,,,0.3782013048376736,1.7136835427954793,42.25156665034592
17,0.5916933159722222,0.7973555555555556,,,0.37526133600877276,1.7257703728973866,43.97739290818572
18,0.5587332899305556,0.8079555555555555,,,0.3721484054007888,1.7281691106036305,45.705618645530194
19,0.5410444010416666,0.8141333333333334,,,0.3688655851004031,1.7442727889865637,47.449972367379814
20,0.5238194010416667,0.8202,0.89772763671875,0.6966,0.3654161148549125,1.7880190568976104,49.238048151601106
21,0.5023078125,0.8271555555555555,,,0.36180339887498963,1.7243898599408567,50.9624938252382
22,0.48499453125,0.8335111111111111,,,0.3580310024751382,1.7224574191495776,52.68500617751852
23,0.47236019965277776,0.8378,,,0.354102648555158,1.7228964599780738,54.40838648658246
24,0.45779270833333335,0.8442444444444445,,,0.35002221392609206,1.7292656102217734,56.13770451536402
25,0.4484193142361111,0.8468444444444444,0.67593701171875,0.7746,0.34579372548428244,2.783109759911895,58.92086576251313
26,0.4310791666666667,0.8531333333333333,,,0.3414213562373096,1.7197575559839606,60.64068017527461
27,0.42072899305555556,0.8560888888888889,,,0.33690942118573786,1.7275059251114726,62.368237326387316
28,0.4093043402777778,0.8602,,,0.3322623730647305,1.7284260229207575,64.09671568823978
29,0.40364670138888886,0.8604888888888889,,,0.32748479794973806,1.7326573343016207,65.82942676218227
30,0.39203784722222224,0.8647555555555556,0.8889091796875,0.7276,0.32258141073059543,1.7952012429013848,67.62471059057862
31,0.38124131944444445,0.8672,,,0.3175570504584948,1.7290388247929513,69.35380602162331
32,0.3746679253472222,0.8703111111111111,,,0.3124166755704263,1.7319509666413069,71.08580989716575
33,0.3718441840277778,0.8727111111111111,,,0.30716535899579944,1.7330547599121928,72.81892230641097
34,0.3569770399305556,0.8780444444444444,,,0.3018082831500744,1.7351579829119146,74.5541335195303
35,0.35035926649305554,0.8796444444444445,0.5469611328125,0.8192,0.2963507348203432,2.8708532489836216,77.42504070932046
36,0.34502230902777775,0.8819333333333333,,,0.2907980999479095,1.724498693831265,79.14959584921598
37,0.33880520833333333,0.8830444444444444,,,0.28515585831301465,1.734943259973079,80.88459377130494
38,0.3253488498263889,0.8888222222222222,,,0.27942957812695624,1.7350209751166403,82.61966671422124
39,0.32065577256944444,0.8898222222222222,,,0.2736249105369358,1.7341052549891174,84.35382517846301
40,0.31952137586805557,0.8891777777777777,0.901930859375,0.743,0.26774758404905846,1.8031719690188766,86.15705108921975
41,0.3097140842013889,0.8932444444444444,,,0.26180339887498966,1.738694897852838,87.89580344641581
42,0.3011620659722222,0.897,,,0.25579822120784607,1.7366560269147158,89.63251253357157
43,0.2933013888888889,0.8986222222222222,,,0.2497379774329711,1.7377914302051067,91.37035673344508
44,0.2955703559027778,0.8988444444444444,,,0.24362864827930872,1.7376326117664576,93.10804155329242
45,0.2816908420138889,0.9026444444444445,0.4773486328125,0.8408,0.23747626291714513,2.7644548378884792,95.87254998227581
46,0.276803125,0.9054888888888889,,,0.23128689300804636,1.7340965387411416,97.6067042495124
47,0.26965223524305554,0.9075555555555556,,,0.22506664671286106,1.739910271950066,99.34666874352843
48,0.2568308376736111,0.9133111111111111,,,0.218821662663703,1.7456255708821118,101.09234929736704
49,0.24936458333333333,0.9134888888888889,,,0.21255810390586286,1.7384083000943065,102.83081037644297
50,0.2467567925347222,0.915,0.416462939453125,0.8652,0.2062821518156258,3.9656638130545616,106.79652935359627
51,0.23851937934027778,0.9191111111111111,,,0.20000000000000015,1.8077148851007223,108.60430237744004
52,0.2342314670138889,0.9187555555555555,,,0.19371784818437449,1.7402751478366554,110.34462990332395
53,0.2245624565972222,0.9230888888888888,,,0.18744189609413747,1.7370222262106836,112.08170495834202
54,0.21627081163194445,0.9245777777777778,,,0.18117833733629726,1.737429881002754,113.8191880104132
55,0.20957786458333333,0.9268222222222222,0.448091943359375,0.8542,0.1749333532871393,1.8037286950275302,115.62297055637464
56,0.20290088975694445,0.9291333333333334,,,0.16871310699195394,1.7478194441646338,117.37084495322779
57,0.1831107421875,0.9365333333333333,,,0.1625237370828552,1.738803963176906,119.10970289818943
58,0.19569546440972221,0.9314444444444444,,,0.15637135172069166,1.74245120678097,120.8522045891732
59,0.1769252712673611,0.9385111111111111,,,0.15026202256702914,1.7397015104070306,122.59195901826024
60,0.16976400824652776,0.9408,0.441118994140625,0.867,0.1442017787921543,4.996307889930904,127.5883206394501
61,0.16537758246527778,0.9422888888888888,,,0.1381966011250107,1.810397855937481,129.3987765344791
62,0.1569591796875,0.9451555555555555,,,0.13225241595094184,1.7401170507073402,131.13894833857194
63,0.15141770833333335,0.9470666666666666,,,0.12637508946306458,1.7373838950879872,132.87638595420867
64,0.14396694878472222,0.9495333333333333,,,0.12057042187304397,1.737893542740494,134.61433127429336
65,0.13672342664930556,0.9528222222222222,0.3751032958984375,0.881,0.11484414168698558,2.938858708832413,137.5532438242808
66,0.12597596571180555,0.9568444444444445,,,0.10920190005209075,1.7329097189940512,139.28621232323349
67,0.11871424696180556,0.9590666666666666,,,0.10364926517965702,1.746693978086114,141.03296213643625
68,0.11605120442708333,0.9594222222222222,,,0.09819171684992584,1.7391208494082093,142.7721399324946
69,0.1018017578125,0.9648888888888889,,,0.09283464100420072,1.7412134110927582,144.51340508041903
70,0.09355764973958333,0.9675555555555555,0.3359756103515625,0.8992,0.08758332442957395,3.038331135176122,147.55182040436193
71,0.08600035264756944,0.9700222222222222,,,0.08244294954150548,1.7340741567313671,149.2859535915777
72,0.077849658203125,0.9732888888888889,,,0.07741858926940476,1.7426790250465274,151.02868768945336
73,0.07406786566840277,0.9745777777777778,,,0.07251520205026213,1.7389030689373612,152.76764564262703
74,0.06112275933159722,0.9798,,,0.06773762693526973,1.7436387380585074,154.51133735943586
