epoch,train_loss,val_loss,val_dice
37,0.024700703788610386,0.06015352448448539,0.969534857316749
38,0.024279491649015456,0.05984389624957528,0.9697704666735735
39,0.024109094769120314,0.060097293742001054,0.969864818232225
40,0.02379647628650908,0.06070638108732445,0.9696741846176365
41,0.023525822300167865,0.05987514991845403,0.9697602894167706
42,0.0233523976936665,0.06299646724281567,0.9692563110089457
43,0.022921787189406077,0.061700619850307704,0.9695493054239668
44,0.02276268532339311,0.06190655891384397,0.9695680799285981
45,0.02257261525019263,0.062135280668735506,0.9696167684835927
46,0.022426603072082364,0.06243545768250312,0.9691888860331872
47,0.021989146119526383,0.06361019209559475,0.9695341866845699
48,0.022169681546580514,0.06198449774778315,0.9698464094909168
49,0.021432803182042395,0.06312440592529518,0.9695478465693349
50,0.021441234103003085,0.06305031168407628,0.9697031857811943
51,0.021083365794308237,0.06286480208592755,0.9695862908796814
52,0.020859870993353378,0.06459180888320719,0.9694083345825594
53,0.020744551921460703,0.06441590933661376,0.9696511455747898
54,0.02057917855698492,0.06293433832802943,0.9697674107019442
55,0.020412205576600617,0.06580294962706311,0.9690720101028214
56,0.019904466167042983,0.06483372557642204,0.9693570770912299
57,0.019910056165586047,0.06584447638264725,0.9693553606861757
58,0.019580966844655177,0.06586842692590185,0.9692829514353275
59,0.019597876732182128,0.06503105893997209,0.9695287263901066
60,0.019249880653250936,0.06761233575109925,0.969005642716246
61,0.019053693240144543,0.06672218851745129,0.9692533310717018
62,0.018812950474629487,0.06636740363069943,0.9692937431910669
63,0.018675926041215755,0.06689588805394513,0.969380338887207
64,0.018429345926979174,0.06711191730573773,0.9691340870950143
65,0.018167406500206137,0.06745507407135197,0.9694049408651276
66,0.018256539721751203,0.0678340498091919,0.969126992860033
67,0.018042330746538937,0.06822222265015755,0.9690073868907195
68,0.017583699886138175,0.06974144420985665,0.9690493849576404
69,0.01747406882292511,0.06863461147461619,0.969290786460864
70,0.017412101676447057,0.0689552509225905,0.9691571860754697
71,0.01706101096293809,0.06987230250877993,0.9691076780484353
72,0.017173480888557257,0.07045858968049287,0.9689623393782325
73,0.017040717932056415,0.06967095131320612,0.9690405479158707
74,0.016716984111433294,0.07054719874369246,0.9688085193060972
75,0.016448997905545725,0.07171909529715777,0.9688213287713078
76,0.016279359135332683,0.07175825238227844,0.9688899312618692
77,0.01616464026229123,0.07215904032013246,0.9687424692141122
78,0.016036811987838604,0.0725727332356785,0.9686360814139863
79,0.015895521895040985,0.07178591726613896,0.9687032411315487
80,0.015636441613923732,0.07138831216309752,0.9690067582083003
81,0.01541489551294077,0.07379451290305172,0.9686617982184359
82,0.015346215947666853,0.07387874824926258,0.968556433607548
83,0.01579152633565546,0.07447730510362557,0.9683100000046925
84,0.0148899476760875,0.07345668109399932,0.9686030475341164
85,0.014864318537686192,0.0756303660305483,0.9684829323749087
86,0.014760100675919494,0.07533440180122852,0.9684875639298381
87,0.014526256931396756,0.07583405673503876,0.9683714272687581
88,0.014471379519649935,0.07395646145035113,0.9686735781802271
89,0.014281862551062707,0.07672102580379163,0.9682232895074524
90,0.014267013545474962,0.0763291039903249,0.9683984337832023
91,0.014137075412154988,0.07637269600693669,0.9685355224606093
92,0.013803275904945091,0.07643488326242992,0.9686043004676099
93,0.013676211510057136,0.07673093256141458,0.9684106862477484
94,0.013718040481931376,0.07830756780292307,0.9682317835280725
95,0.013392772773027865,0.07860474714211055,0.9683081230936409
96,0.013305756675128807,0.07857551207499845,0.9681781048052729
97,0.01323045367708072,0.0790393646008202,0.9682200088028212
98,0.013231670865573187,0.07899851594120263,0.9682730081350764
99,0.012865583400784789,0.07841034813651017,0.9682743754201714
100,0.012864879803540839,0.07854591203587395,0.9682362098849503
