epoch,critic_loss,wasserstein_gap,gradient_penalty,gradient_norm,real_score,fake_score,generator_loss,critic_updates,generator_updates
49,-2.625374824795502,2.796540716231264,0.017116589545710197,1.1219932563257533,1.3180812980227221,-1.4784594196702865,1.6927007351253853,302,61
50,-2.5858638661586686,2.7518316606022664,0.016596779284307993,1.119514462568902,0.8168305795861791,-1.9350010819535777,2.0428715377557474,302,61
51,-2.558202672478379,2.721661577161574,0.016345889828729115,1.1192157181682965,0.8312428071169763,-1.8904187670779347,2.0549282330225727,302,61
52,-2.57042987911117,2.7363107141280016,0.016588082811517628,1.1195450290938875,0.6982620285194836,-2.0380486894818333,2.70782398762273,302,61
53,-2.519786942084104,2.6796699166297913,0.015988297391966576,1.1173040105017604,0.6994865673736034,-1.9801833432118428,2.657669205707116,302,61
54,-2.5358714828428055,2.6962186737565803,0.01603471882030713,1.117244682169908,0.6193003920246137,-2.076918272955331,2.486942256816098,302,61
55,-2.4769436458483436,2.6304620520168585,0.015351840237846338,1.114966733566183,0.3927993421868378,-2.2376627082510896,2.911761144634153,302,61
56,-2.4807151911274485,2.6384709307689542,0.015775573291871327,1.1160157445250758,0.373980591283334,-2.2644903395719678,2.8879457035514173,302,61
57,-2.4964627414349687,2.65541617957172,0.01589534383742077,1.116699368353711,0.41218636234272393,-2.2432298176730705,2.6765575459013218,302,61
58,-2.4166108127066632,2.563959043152285,0.014734823452555482,1.1117701044935264,-0.006841680614758801,-2.5708007288738988,2.952264252744737,302,61
59,-2.413729527533449,2.5640837532400296,0.015035422806418347,1.1126183551668332,-0.4272746348889261,-2.9913583892021354,3.4308038738052375,302,61
60,-2.40119275529653,2.5487509954054626,0.01475582381136814,1.111668231076752,-0.31598825776172396,-2.8647392535249128,3.2850440960438525,302,61
61,-2.3949908199689247,2.5450637328703674,0.015007291479492622,1.1127186018899577,-0.3385195436930617,-2.8835832794622474,3.3345528513681693,302,61
62,-2.3539206886923076,2.4957864556880978,0.014186576929325793,1.1086089240004684,-0.3533173218270801,-2.849103773370484,3.224578022224004,302,61
63,-2.3241302453918964,2.4636001535598804,0.013946990852571086,1.1083652558705666,-0.5624247849826386,-3.026024938665873,3.4889941865303475,302,61
64,-2.3349216637627177,2.4747357842148534,0.013981411649864044,1.108138167305498,-0.9411699688987226,-3.4159057529532157,3.858964747092763,302,61
65,-2.3067978324479617,2.444506248101493,0.01377084139049892,1.107074192028172,-0.6485068747860114,-3.0930131184590968,3.440486502696256,302,61
66,-2.2811910883085615,2.4189322192147866,0.013774112297148006,1.1070301011698136,-0.5439349119705672,-2.962867132048832,3.4944786310928766,302,61
67,-2.2825010566916686,2.4161607441523216,0.01336596846666853,1.1055540643780437,-0.9601577222902352,-3.376318466090998,4.086875233738149,302,61
68,-2.2990141984642736,2.4359909453928865,0.013697674710747619,1.1071507157079432,-0.867050158155971,-3.3030411027963984,3.7780635628055355,302,61
69,-2.261019208178615,2.3958971863550858,0.01348779791509671,1.1058272004916967,-1.58611791102302,-3.9820150994257815,4.258634865283966,302,61
70,-2.231145347980474,2.3602225681803874,0.012907722193149493,1.1034094517594142,-1.432368750196715,-3.79259132031376,4.257450910865283,302,61
71,-2.266144630727389,2.4001478762026656,0.013400324227886631,1.1054800460670169,-1.2195334957530166,-3.619681371215558,3.8966609747683414,302,61
72,-2.232087932477724,2.362440801219435,0.01303528698580648,1.103992485842168,-1.4474108240486967,-3.8098516212591274,4.250808844800855,302,61
73,-2.2277662444193633,2.3587045689292303,0.013093832039909548,1.1042477437202505,-1.3963498629456916,-3.755054428729395,4.017714931828077,302,61
74,-2.210445815561623,2.3393730608043293,0.012892724400299866,1.103013882179134,-1.0283289301819754,-3.3677019920718196,3.7834697568514306,302,61
75,-2.1942207413596035,2.3207042813301086,0.01264835434768423,1.102063453750105,-1.20402579692914,-3.524730081959868,4.113048845627269,302,61
76,-2.1784297008782825,2.302799456956371,0.012436975740414384,1.1012828136911454,-1.528742396969669,-3.8315418517550097,4.3425836084318945,302,61
77,-2.1690357767588258,2.2903544421227564,0.012131866453129131,1.1001031710612064,-1.5657761507723111,-3.8561305986927046,4.52662353437455,302,61
78,-2.1783286145586054,2.302247629655118,0.012391901055400242,1.101431555305885,-1.461962850332655,-3.764210478063451,4.215306201186336,302,61
79,-2.1862166071964415,2.310619277669894,0.012440267338923222,1.1014545441463293,-1.3420041762847479,-3.6526234499271344,4.198626087337244,302,61
80,-2.16118595043555,2.2831082857207745,0.012192233587423993,1.1006089539717365,-1.8894694869634727,-4.1725777747319235,4.610167226830467,302,61
81,-2.154864469506093,2.2769929575209584,0.01221284923754287,1.100004073405108,-1.8267517684656658,-4.103744728922449,4.706132862655843,302,61
82,-2.1612826474257654,2.2842957910322985,0.012301314316862664,1.1006344252864257,-1.9161779967118178,-4.200473786781955,4.681853089176241,302,61
83,-2.1532896223249813,2.274855281343523,0.012156566511685436,1.0996630495747193,-2.1419439470481794,-4.416799227232175,4.821081847441001,302,61
84,-2.102561755685617,2.2205196697980365,0.011795791643147436,1.0983978770426568,-2.3175093767954813,-4.538029047629691,5.118291577354807,302,61
85,-2.1170632359602592,2.2343592825314857,0.011729604643245307,1.0977370079779467,-2.0523876540412176,-4.286746935240481,4.642253703758365,302,61
86,-2.1228033392042516,2.241461797265817,0.011865845582269084,1.098394107739657,-2.014897183891361,-4.256358982316706,4.832169548409884,302,61
87,-2.098012610776535,2.2160344753439065,0.011802186315188444,1.0982374098916716,-1.8859580014863155,-4.101992477644358,4.411557318734341,302,61
88,-2.1305224487915733,2.2503155071214334,0.011979305729677049,1.0993717293076168,-2.252456938120111,-4.502772446894488,4.816319408963938,302,61
89,-2.0920526364583845,2.2076523150039824,0.01155996783358964,1.0966275476462004,-2.2537652576551928,-4.4614175710309025,5.1079926764378785,302,61
90,-2.1006092330477886,2.2174111802056924,0.0116801943201325,1.0976889050559493,-2.2348544159040644,-4.452265598225278,4.726931731231877,302,61
91,-2.088237226601468,2.2049622962016935,0.011672507316207156,1.097784546826849,-2.289736866580927,-4.4946991635474145,5.102367150978964,302,61
92,-2.094019901081426,2.2112662267211256,0.011724632446166892,1.097891839134772,-2.3947646761473442,-4.606030901536247,4.9413771551163475,302,61
93,-2.0418466473652037,2.1512836703401526,0.010943702167664833,1.0939180681247584,-2.5281230205707006,-4.679406689492282,5.079929211100594,302,61
94,-2.0715303247831516,2.1850678289173455,0.01135375008098041,1.0963032624579423,-2.4924179894837324,-4.677485820078692,5.287975659135912,302,61
95,-2.0777810581077802,2.1930132859590037,0.01152322279591582,1.0966725049429382,-2.7321103681742356,-4.925123652875029,5.345907938284952,302,61
96,-2.0483151713743903,2.1597394402453443,0.011142426683869682,1.0950352079820949,-2.223288069571683,-4.383027508953549,5.013917680646553,302,61
97,-2.0632347701401113,2.1784101657520067,0.01151753902059073,1.0965060244332876,-2.4717801868027407,-4.650190353393555,5.167701254125501,302,61
98,-2.057447785079874,2.170163957488458,0.011271616770108754,1.0956537234072654,-2.7132696888057994,-4.883433643383103,5.298473897527476,302,61
99,-2.0360491848149835,2.1461843911385694,0.011013521211505528,1.0942675183150943,-2.4208469919564313,-4.567031380751275,4.980172403523179,302,61
100,-2.05428887770468,2.167157749466549,0.011286886968643757,1.0956123364682229,-2.7656399900254036,-4.932797736876847,5.52948088333255,302,61
