epoch,train_loss,train_accuracy,val_loss,val_accuracy,lr,epoch_seconds,elapsed_seconds
1,3.5152472222222224,0.10913333333333333,,,0.4,14.432302708737552,14.432305533904582
2,2.2261647569444443,0.15008888888888888,,,0.39990131207314633,3.499363509938121,17.93181957816705
3,2.0312631944444446,0.21397777777777777,,,0.3996053456856543,3.3894223789684474,21.321306698024273
4,1.939440625,0.2393111111111111,,,0.399112392920616,3.4376748641952872,24.75904684420675
5,1.80385,0.3043777777777778,1.8605111328125,0.3008,0.3984229402628956,5.375979610718787,30.135098029859364
6,1.6456703125,0.37962222222222225,,,0.3975376681190275,3.4712916570715606,33.60656277416274
7,1.5107026041666667,0.4391777777777778,,,0.39645745014573774,3.672523288987577,37.27915047388524
8,1.3806786458333333,0.49177777777777776,,,0.3951833523877495,3.4623657478950918,40.74160507088527
9,1.22890546875,0.5566,,,0.3937166322257262,3.420955308713019,44.16261283820495
10,1.0771155381944444,0.6133333333333333,1.207334375,0.5836,0.39205873713538864,4.725719106849283,48.888385956175625
11,0.9391902777777777,0.6648666666666667,,,0.39021130325903075,3.4656935348175466,52.354139265138656
12,0.8340890625,0.7061555555555555,,,0.38817615379084514,3.481583198066801,55.83577599283308
13,0.7523842013888888,0.7377555555555556,,,0.3859552971776503,3.5039710267446935,59.33979795500636
14,0.6892831163194445,0.7581777777777777,,,0.38355092513679623,3.471493696793914,62.811344652902335
15,0.6477619357638889,0.7756222222222222,0.81742626953125,0.7268,0.3809654104932039,4.951310881879181,67.76274178689346
16,0.6163483506944445,0.7872888888888889,,,0.3782013048376736,3.5924863098189235,71.35532159404829
17,0.5880881510416667,0.7979111111111111,,,0.37526133600877276,3.488193415105343,74.84360242402181
18,0.5697807725694445,0.8026666666666666,,,0.3721484054007888,3.544722516089678,78.388409208972
19,0.5357815972222222,0.8143777777777778,,,0.3688655851004031,3.4865282899700105,81.87506278418005
20,0.5327740451388889,0.8144,0.9201107421875,0.7146,0.3654161148549125,3.8008532896637917,85.67599282879382
21,0.5076549045138888,0.8247111111111111,,,0.36180339887498963,3.517191823106259,89.19327457016334
22,0.49051705729166667,0.8303111111111111,,,0.3580310024751382,3.480625073891133,92.67397891310975
23,0.47588177083333333,0.8377777777777777,,,0.354102648555158,3.579526115208864,96.25391677301377
24,0.4616766493055556,0.8398666666666667,,,0.35002221392609206,3.4502183739095926,99.70422839280218
25,0.451130078125,0.8452444444444445,0.66666591796875,0.7708,0.34579372548428244,4.951116886921227,104.655405101832
