epoch,train_loss,train_accuracy,val_loss,val_accuracy,lr,epoch_seconds,elapsed_seconds
31,0.312749609375,0.8926666666666667,0.463675927734375,0.8504,0.0793892626146237,4.948581185657531,189.3797626113519
32,0.3055062065972222,0.8954222222222222,0.434287744140625,0.854,0.07810416889260657,5.045048571657389,194.42486153915524
33,0.2973822916666667,0.8970222222222223,0.3806738037109375,0.8706,0.07679133974894986,6.322275826241821,200.74719010433182
34,0.2976786892361111,0.8971555555555556,0.574855615234375,0.818,0.0754520707875186,5.094227827619761,205.84147670213133
35,0.2910482421875,0.8999333333333334,0.3707021240234375,0.8796,0.0740876837050858,6.74578862125054,212.58731989609078
36,0.27539921875,0.9052444444444444,0.4232232421875,0.8546,0.07269952498697738,4.968869857024401,217.55624749232084
37,0.2796314453125,0.9040222222222222,0.447019140625,0.8582,0.07128896457825366,5.082308801822364,222.6386085730046
38,0.2787640190972222,0.9024,0.5225025390625,0.8278,0.06985739453173906,5.057148878928274,227.69581053126603
39,0.2723310329861111,0.9073555555555556,0.514979150390625,0.8392,0.06840622763423394,5.029520407319069,232.72537986934185
40,0.2597814236111111,0.9114222222222222,0.62636640625,0.808,0.06693689601226462,5.117459628731012,237.84289160603657
41,0.25783101128472224,0.9108222222222222,0.480576513671875,0.8498,0.06545084971874741,5.028121437877417,242.87106350809336
42,0.25019481336805555,0.9143333333333333,0.397848388671875,0.869,0.06394955530196152,4.9511287729255855,247.8222430171445
43,0.2482982421875,0.9145555555555556,0.503576904296875,0.8398,0.062434494358242776,4.944475802127272,252.76677426416427
44,0.24251538628472222,0.9165111111111112,0.44458037109375,0.8564,0.06090716206982718,4.946250837761909,257.7130758468993
45,0.23501302083333334,0.9208,0.556625927734375,0.8426,0.05936906572928628,4.953263043425977,262.6663905479945
46,0.22940750868055557,0.9204,0.41194091796875,0.8676,0.05782172325201159,4.959472370799631,267.6259154272266
47,0.22644401041666667,0.9224666666666667,0.436479345703125,0.8626,0.056266661678215264,4.877581486012787,272.503551594913
48,0.22239019097222223,0.924,0.517472119140625,0.845,0.05470541566592575,4.949778325855732,277.45341375889257
49,0.2127439670138889,0.9274666666666667,0.3470409912109375,0.8884,0.053139525976465714,6.110899127088487,283.56437078490853
50,0.20687543402777778,0.929,0.3228093017578125,0.8964,0.05157053795390645,6.219384074211121,289.78381742630154
51,0.2013214409722222,0.9315777777777777,0.393022705078125,0.8754,0.05000000000000004,4.95651391800493,294.7403886532411
52,0.19396555989583333,0.9327555555555556,0.4166384765625,0.866,0.04842946204609362,5.008615801576525,299.74905721331015
53,0.1910785590277778,0.9340666666666667,0.3456999267578125,0.893,0.04686047402353437,5.057485016994178,304.8065950591117
54,0.18163919270833334,0.9381333333333334,0.38736767578125,0.879,0.045294584334074316,5.059450319036841,309.8660960239358
55,0.17940517578125,0.9378222222222222,0.3516574462890625,0.892,0.043733338321784825,5.068030335940421,314.93417984014377
56,0.17062369791666668,0.9412,0.38985673828125,0.878,0.042178276747988484,5.0759025742299855,320.0101381489076
57,0.1596729058159722,0.9445777777777777,0.3786968994140625,0.8798,0.0406309342707138,5.180976924020797,325.1911713681184
58,0.15986910807291665,0.9454666666666667,0.3154797607421875,0.9004,0.039092837930172916,6.304516721982509,331.4957442660816
59,0.15377978515625,0.9474222222222223,0.3197694091796875,0.9014,0.037565505641757285,6.406896419357508,337.90270047821105
60,0.14138160807291666,0.9512666666666667,0.309570166015625,0.9042,0.03605044469803857,6.298264396842569,344.201028324198
61,0.13735264756944446,0.9521555555555555,0.2923555419921875,0.9082,0.034549150281252675,6.402070454321802,350.6031625280157
62,0.13283701171875,0.9551111111111111,0.2817151611328125,0.9102,0.03306310398773546,6.188236963935196,356.79146580630913
63,0.12571016710069444,0.9573555555555555,0.3034535400390625,0.9062,0.031593772365766146,5.066941211000085,361.85847005527467
64,0.11400360243055556,0.9618666666666666,0.334614599609375,0.9012,0.030142605468260992,4.946154245175421,366.80467918422073
65,0.11923001302083333,0.9583555555555555,0.280325341796875,0.91,0.028711035421746394,5.055902023334056,371.8606345979497
66,0.10598029513888889,0.9633111111111111,0.312868408203125,0.909,0.027300475013022688,5.0959157180041075,376.95660991827026
67,0.09813819444444444,0.9665333333333334,0.280701611328125,0.916,0.025912316294914254,6.332988454960287,383.28965215431526
68,0.08981109483506944,0.9693777777777778,0.2861142578125,0.9126,0.02454792921248146,5.028841089922935,388.3185582472943
69,0.08120104166666667,0.9732222222222222,0.2934330078125,0.9138,0.02320866025105018,5.118705727625638,393.4373540743254
70,0.07794462890625,0.9732444444444445,0.31718369140625,0.9092,0.021895831107393487,5.149802962783724,398.5872106789611
71,0.07262045355902778,0.9752888888888889,0.2698508056640625,0.9234,0.02061073738537637,6.323511733207852,404.91077663516626
72,0.06415601671006944,0.9790444444444445,0.3023924072265625,0.9148,0.01935464731735119,5.093981766141951,410.00481799198315
73,0.05912004665798611,0.9799111111111111,0.259926806640625,0.9276,0.018128800512565532,6.298424708656967,416.3032951792702
74,0.04746529947916667,0.9843111111111111,0.2682103759765625,0.922,0.016934406733817433,4.96898459084332,421.27234108606353
75,0.04438069118923611,0.9855555555555555,0.2600760498046875,0.9224,0.01577264470356558,5.125201693736017,426.3975969720632
76,0.04163997938368055,0.9865333333333334,0.2554169677734375,0.9258,0.014644660940672643,5.059107065200806,431.45675329025835
77,0.030894439019097223,0.9899555555555556,0.228163671875,0.9344,0.013551568628929448,6.4818124659359455,437.93861955590546
78,0.02697326388888889,0.9915777777777778,0.248266845703125,0.932,0.012494446518477033,5.08609428210184,443.02477725734934
79,0.022839567057291666,0.9930222222222223,0.2331947509765625,0.936,0.011474337861210555,6.163396361749619,449.18822712032124
80,0.02040718044704861,0.9939555555555556,0.2230047119140625,0.9378,0.01049224938121549,6.209598072804511,455.3978861281648
81,0.014438313802083333,0.9961333333333333,0.218913134765625,0.9408,0.009549150281252642,6.178530201781541,461.5764803700149
82,0.014196530490451388,0.9959111111111111,0.2129020751953125,0.9402,0.008645971286271922,5.112876072060317,466.68941663531587
83,0.009893872748480902,0.9975111111111111,0.20176513671875,0.946,0.007783603724899264,6.419330841861665,473.10880949301645
84,0.008606158447265625,0.9981555555555556,0.2040110107421875,0.9448,0.006962898649802819,5.214149096980691,478.32301806099713
85,0.007212234157986111,0.9984444444444445,0.188732080078125,0.9466,0.0061846659978068265,6.1891983221285045,484.5122676291503
86,0.00512378913031684,0.9991111111111111,0.1922645751953125,0.9494,0.005449673790581615,6.253557150717825,490.7658847430721
87,0.0040722418891059025,0.9993777777777778,0.189651318359375,0.9522,0.004758647376699036,6.284044172614813,497.0499873459339
88,0.0037447119818793404,0.9993555555555556,0.18975113525390624,0.9502,0.004112268715800957,4.957641871180385,502.0076893293299
89,0.0033710923936631945,0.9995777777777778,0.18482047119140624,0.9506,0.003511175705587435,5.053074363153428,507.060818195343
90,0.0035336130777994792,0.9994666666666666,0.18337977294921876,0.9534,0.0029559615522887295,6.399726124014705,513.4605974489823
91,0.00280728030734592,0.9997111111111111,0.1818484375,0.952,0.0024471741852423253,4.922982512041926,518.3836394022219
92,0.0028522606743706597,0.9996666666666667,0.18223702392578126,0.9506,0.0019853157161528537,4.966345660854131,523.3500385340303
93,0.00288809814453125,0.9996222222222222,0.1826608154296875,0.9512,0.0015708419435684529,5.103830530308187,528.4539215019904
94,0.002692219882541233,0.9997333333333334,0.1826790771484375,0.9508,0.0012041619030626347,5.051728485152125,533.50570471026
95,0.002431330871582031,0.9998222222222222,0.18132373046875,0.952,0.0008856374635655646,5.027067658957094,538.5328269111924
96,0.002468392266167535,0.9997333333333334,0.18149912109375,0.9514,0.0006155829702431174,5.213615674059838,543.7465001642704
97,0.002365757073296441,0.9998444444444444,0.18325601806640626,0.9536,0.00039426493427611206,6.358449644874781,550.1050085891038
98,0.0023156717936197915,0.9998222222222222,0.18177694091796875,0.9524,0.00022190176984600036,5.095032502897084,555.2001039800234
99,0.0024207260131835938,0.9998888888888889,0.1804549560546875,0.952,9.866357858642213e-05,5.053365063853562,560.2535218941048
100,0.0023147747463650174,0.9999111111111111,0.1819822265625,0.9522,2.4671981713420017e-05,5.037884413264692,565.2914904952049
